auction.closing_timeslot,auction.id,auction.num_closing_timeslot_other_auctions,auction.num_closing_timeslot_category_other_auctions,auction.num_closing_timeslot_subcategory_other_auctions
740.0,44833.0,325.0,"{'Magazijn en werkplaats': 1, 'Metaalindustrie': 2, 'Woninginrichting': 9, 'Tuin en terras': 27, 'Keukenapparatuur': 9, 'Huishoudelijk': 21, 'Garage-equipement': 0, 'Keukeninrichting': 8, 'Televisie en audio': 8, 'Partijen': 4, 'Horeca-apparatuur': 0, 'Sanitair': 41, 'Kachels': 0, 'Pneumatisch gereedschap': 5, 'Accu-/ elektrisch gereedschap': 4, 'Boten en jachten': 0, 'Handgereedschap': 28, 'Kantoorinrichting': 43, 'Speelgoed': 0, 'Medisch en laboratorium': 0, 'Slapen': 1, 'Persoonlijke verzorging': 6, 'Horeca-inventaris': 0, 'Reclame': 0, 'Warmtetechniek': 0, 'Kamperen': 2}","{'Opslagmateriaal': 0, 'Boren en tappen': 0, 'Kasten': 3, 'Tafels': 2, 'Verwarming en haarden': 0, 'Hogedruk reinigers': 1, 'Koelkasten': 1, 'Kookplaten': 0, 'Fornuizen': 0, 'Afzuigkappen': 1, 'Vriezers': 0, 'Vaatwassers': 0, 'Ovens': 0, 'Koffie en espresso apparaten': 2, 'Magnetrons': 1, 'Keukenapparaten': 2, 'Wasmachines': 0, 'Wasdrogers': 0, 'Afvalverwerking': 9, 'Stoom- en ruitenreinigers': 1, 'Stofzuigers': 5, 'Schoonmaak- en reinigingsmiddelen': 0, 'Accessoires': 9, 'Servies': 0, 'Potten & pannen': 3, 'Keukenbladen': 0, 'Onderdelen': 0, 'Homecinema en stereo sets': 0, 'Boxen, soundbars en speakers': 0, 'DVD en Blu-ray spelers': 1, 'Mediaspelers': 0, 'Seizoens- en feestartikelen': 0, 'Speelgoed': 0, 'Auto onderdelen en toebehoren': 0, 'Koel- en vries': 0, 'Badkamermeubels': 18, 'Kranen toebehoren': 0, 'Douche toebehoren': 0, 'Douchecabines': 0, 'Elektrisch': 0, 'Luchtcompressoren': 0, 'Slagmoergereedschap': 1, 'Tegelsnijapparaat': 0, 'Zaagmachines, geleiders en toebehoren': 1, 'Freesmachines': 0, 'Rubberboten': 0, 'Overige gereedschap': 5, 'Verlichting': 5, 'Speelgoed binnen': 0, 'Spellen en puzzels': 0, 'Materiaal': 0, 'Elektrische dekens': 0, 'Haar': 4, 'Bakken & grillen': 0, 'Reclame zuilen': 0, 'Thermostaat': 0, 'Accessoires en toebehoren': 1}"
741.0,44833.0,228.0,"{'Winkelinrichting': 2, 'Keukenapparatuur': 1, 'Huishoudelijk': 2, 'Televisie en audio': 7, 'Partijen': 4, 'Horeca-apparatuur': 0, 'Woninginrichting': 13, 'Kachels': 0, 'Pneumatisch gereedschap': 3, 'Speelgoed': 2, 'Horeca-inventaris': 0}","{'Stellingen': 0, 'Kookplaten': 0, 'Afzuigkappen': 0, 'Vriezers': 0, 'Vaatwassers': 0, 'Ovens': 1, 'Koffie en espresso apparaten': 0, 'Keukenapparaten': 0, 'Wasmachines': 0, 'Stofzuigers': 0, 'Schoonmaak- en reinigingsmiddelen': 0, 'Boxen, soundbars en speakers': 1, 'Speelgoed': 0, 'Koel- en vries': 0, 'Kasten': 2, 'Elektrisch': 0, 'Luchtcompressoren': 0, 'Speelgoed binnen': 0, 'Spellen en puzzels': 0, 'Speelgoed buiten': 0, 'Servies & Glaswerk': 0}"
742.0,44833.0,176.0,{},{}
743.0,44833.0,106.0,{},{}
750.0,44834.0,0.0,{},{}
751.0,44834.0,0.0,{},{}
752.0,44834.0,0.0,{},{}
753.0,44834.0,0.0,{},{}
754.0,44834.0,0.0,{},{}
755.0,44834.0,51.0,{},{}
756.0,44834.0,46.0,{},{}
757.0,44834.0,47.0,{},{}
758.0,44834.0,46.0,{},{}
759.0,44834.0,53.0,{},{}
760.0,44834.0,291.0,{},{}
761.0,44834.0,117.0,{},{}
762.0,44834.0,1040.0,"{'Aanhangwagens': 2, 'Sport en vrije tijd': 14, 'Boten en jachten': 12, 'Bootonderdelen': 0, 'Fitness': 67, 'Attracties': 0, 'Hengelsport': 0, 'Bouwmaterieel': 0, 'Intern transport': 0}","{'Boottrailers': 0, 'Watersport': 2, 'Yoga': 0, 'Rubberboten': 12, 'Vis- console boten': 0, 'Motor en aandrijving': 0, 'Pompen': 0, 'Spinbike': 2, 'Hindernisbanen': 0, 'Tenten en toebehoren': 0, 'Transportmiddelen': 0, 'Heftruck toebehoren': 0}"
763.0,44834.0,938.0,"{'Boten en jachten': 1, 'Bootonderdelen': 0, 'Combinatiekavels': 0, 'Sport en vrije tijd': 0, 'Attracties': 0, 'Hengelsport': 0, 'Bouwmaterieel': 0, 'Huishoudelijk': 29, 'Kantoorinrichting': 0, 'Partijen': 43, 'Seizoensartikelen': 0, 'Woninginrichting': 13, 'Magazijn en werkplaats': 5, 'Handgereedschap': 5, 'Groenvoorziening': 3, 'Tuin en terras': 25}","{'Rubberboten': 0, 'Vis- console boten': 0, 'Motor en aandrijving': 0, 'Pompen': 0, 'Combinatiekavels': 0, 'Watersport': 0, 'Yoga': 0, 'Hindernisbanen': 0, 'Tenten en toebehoren': 0, 'Transportmiddelen': 0, ""Airco's en ventilatoren"": 2, 'Kasten': 0, 'Stoelen': 0, 'Magazijn en werkplaats': 0, 'Wellness': 0, 'Motoren en Quads': 0, 'Kerst': 0, 'Banken': 0, 'Spiegels': 8, 'Werkplaatsinventaris': 0, 'Bankschroeven': 0, 'Grasmaaiers': 0, 'Tuintafels': 0}"
764.0,44834.0,642.0,"{'Bouwmaterialen': 90, 'Boten en jachten': 0, 'Bootonderdelen': 0, 'Sport en vrije tijd': 4, 'Magazijn en werkplaats': 3, 'Vloeren': 35}","{'Isolatie': 0, 'Rubberboten': 0, 'Motor en aandrijving': 0, 'Watersport': 0, 'Yoga': 0, 'Werkplaatsinventaris': 2, 'Keramische tegels': 0}"
765.0,44834.0,241.0,"{'Boten en jachten': 0, 'Bootonderdelen': 0}","{'Rubberboten': 0, 'Motor en aandrijving': 0}"
766.0,44834.0,199.0,{},{}
767.0,44834.0,126.0,{},{}
702.0,44839.0,0.0,{},{}
703.0,44839.0,0.0,{},{}
704.0,44839.0,0.0,{},{}
705.0,44839.0,0.0,{},{}
706.0,44839.0,0.0,{},{}
707.0,44839.0,54.0,{},{}
708.0,44839.0,59.0,{},{}
709.0,44839.0,399.0,{},{}
710.0,44839.0,136.0,{},{}
711.0,44839.0,68.0,{},{}
712.0,44839.0,256.0,{},{}
713.0,44839.0,15.0,{},{}
714.0,44839.0,266.0,"{'Horeca-inventaris': 29, 'Groenvoorziening': 1, 'IJzerwaren': 1, 'Woninginrichting': 10, 'Woningdecoratie': 4, 'Partijen': 50, 'Kantoorinrichting': 7, 'Accu-/ elektrisch gereedschap': 0, 'Huishoudelijk': 20, 'Keukeninrichting': 5, 'Warmtetechniek': 1, 'Attracties': 1, 'Magazijn en werkplaats': 0, 'Auto-onderdelen en accessoires': 0, 'Handgereedschap': 0, 'Garage-equipement': 0, 'Bouwmaterialen': 0, 'Bouwplaatsinrichting': 0, 'Horeca-apparatuur': 0, 'Reclame': 0, 'Bootonderdelen': 0, 'Pneumatisch gereedschap': 0, 'Metaalindustrie': 0, 'Speelgoed': 0, 'Persoonlijke verzorging': 0, 'Sanitair': 0, 'Installatiemateriaal': 0, 'Groepsvervoer': 0}","{'Reiniging & Hygiene': 1, 'Snoeigereedschap': 0, 'Bevestigingsmateriaal': 0, 'Gordijnen en jaloezieen': 0, 'Kasten': 0, 'Sfeerverlichting': 0, 'Consumentengoederen': 0, 'Speelgoed': 0, 'Verpakkingsindustrie': 0, 'Kantoorartikelen': 2, 'Toebehoren': 1, 'Schoonmaak- en reinigingsmiddelen': 2, 'Bestek': 0, 'CV aansluitmateriaal': 0, 'Diversen': 0, 'Onderdelen': 0, 'Hijsen en heffen': 0, 'Accessoires': 0, 'Car Hifi': 0, 'Hamers': 0, 'Sleutels- en doppendozen': 0, 'Hulpgereedschap': 0, 'Boren': 0, 'Overige gereedschap': 0, 'Reinigen': 0, 'Soldeergereedschap': 0, 'Buiggereedschap': 0, 'Speciaal gereedschap': 0, 'Olie en vetten': 0, 'Diagnose apparatuur': 0, 'Onderdelen en toebehoren': 0, 'Laders en startboosters': 0, 'Krik- en assteunen': 0, 'Schuurmachines': 0, 'Tegelsnijapparaat': 0, 'Zaagmachines, geleiders en toebehoren': 0, 'Overige machines': 0, 'Slijpmachines': 0, 'Glas': 0, 'Elementenstellers': 0, 'Aggregaten': 0, 'Koffie- en espresso-apparaten': 0, 'Reclameborden': 0, 'Bootchassis': 0, 'Tackers': 0, 'Luchtcompressoren': 0, 'Boor-hak-breekhamers': 0, 'Boren en tappen': 0, 'Slijpen': 0, 'Speelgoed binnen': 0, 'Spellen en puzzels': 0, 'Lichaam': 0, 'Kranen': 0, 'Installatiemateriaal gevarieerd': 0, 'Bussen': 0}"
715.0,44839.0,516.0,"{'Persoonlijke verzorging': 2, 'Televisie en audio': 15, 'Computers en Software': 12, 'Auto-onderdelen en accessoires': 1, 'Tuin en terras': 4, 'Woninginrichting': 166, 'Woningdecoratie': 40, 'Partijen': 71, 'Accu-/ elektrisch gereedschap': 0, 'Huishoudelijk': 11, 'Speelgoed': 3, 'Handgereedschap': 0, 'Garage-equipement': 0, 'Reclame': 0, 'Pneumatisch gereedschap': 0, 'Magazijn en werkplaats': 0, 'Sanitair': 0, 'Unisex': 0, 'Werkkleding & Veiligheid': 0, 'Warmtetechniek': 0, 'Welzijn': 0}","{'Haar': 1, 'Gezicht': 0, 'Boxen, soundbars en speakers': 3, ""Radio's"": 3, 'Speakers': 1, 'Accessoires': 2, 'Onderdelen': 0, 'Car Hifi': 0, 'Barbecues en barbecuebenodigdheden': 0, 'Hogedruk reinigers': 0, 'Kasten': 28, 'Accessoires en decoratie': 8, 'Gordijnen en jaloezieen': 0, 'Beelden en ornamenten': 5, 'Gereedschap bestrating': 0, 'Consumentengoederen': 0, 'Fiets onderdelen': 0, 'Speelgoed': 2, 'Verpakkingsindustrie': 0, 'Toebehoren': 3, 'Stoom- en ruitenreinigers': 0, 'Schoonmaak- en reinigingsmiddelen': 0, 'Spellen en puzzels': 0, 'Sleutels- en doppendozen': 0, 'Boren': 0, 'Soldeergereedschap': 0, 'Speciaal gereedschap': 0, 'Olie en vetten': 0, 'Diagnose apparatuur': 0, 'Onderdelen en toebehoren': 0, 'Krik- en assteunen': 0, 'Schoonmaak- en reiniging': 0, 'Schuurmachines': 0, 'Overige machines': 0, 'Ophangen en bevestigen': 0, 'Reclamebanners': 0, 'Luchtcompressoren': 0, 'Perslucht machines overige': 0, 'Intern transport': 0, 'Baden toebehoren': 0, 'Kranen': 0, 'Douchegoten': 0, 'Broeken': 0, 'Gehoorbescherming': 0, 'CV aansluitmateriaal': 0, 'Radiatoren en convectoren': 0, 'Mobiliteit': 0}"
716.0,44839.0,608.0,"{'Woninginrichting': 20, 'Partijen': 24, 'Huishoudelijk': 24, 'Wellness': 0, 'Garage-equipement': 1, 'Pneumatisch gereedschap': 5, 'Kamperen': 1, 'Kantoorinrichting': 0, 'Warmtetechniek': 0, 'Auto-onderdelen en accessoires': 0}","{'Opbergen': 7, 'Consumentengoederen': 0, 'Dierbenodigdheden': 0, 'Stoom- en ruitenreinigers': 0, 'Massage': 0, 'Olie en vetten': 0, 'Onderdelen en toebehoren': 3, 'Krik- en assteunen': 1, 'Perslucht machines overige': 0, 'Accessoires en toebehoren': 1, 'Kantoorartikelen': 0, 'Radiatoren en convectoren': 0, 'LM velgen': 0}"
717.0,44839.0,371.0,"{'Groenvoorziening': 4, 'Sanitair': 6, 'Accu-/ elektrisch gereedschap': 8, 'Houtindustrie': 0, 'Horeca-inventaris': 0, 'Werkkleding & Veiligheid': 0, 'Installatiemateriaal': 0}","{'Motoren en onderdelen': 0, 'Kranen': 1, 'Zaagmachines, geleiders en toebehoren': 1, 'Polijstmachines': 0, 'Frezen': 0, 'Reiniging & Hygiene': 0, 'Wastafelkranen': 0, 'Gehoorbescherming': 0, 'Installatiemateriaal gevarieerd': 0}"
718.0,44839.0,229.0,"{'Woninginrichting': 17, 'Partijen': 7, 'Huishoudelijk': 9, 'Garage-equipement': 0, 'Pneumatisch gereedschap': 2, 'Auto-onderdelen en accessoires': 4}","{'TV-meubels': 1, 'Consumentengoederen': 0, 'Stoom- en ruitenreinigers': 0, 'Diagnose apparatuur': 0, 'Onderdelen en toebehoren': 0, 'Luchtcompressoren': 0, 'Car Hifi': 0}"
719.0,44839.0,121.0,"{'Garage-equipement': 0, 'Auto-onderdelen en accessoires': 2, 'Speelgoed': 2, 'Accu-/ elektrisch gereedschap': 5, 'Warmtetechniek': 0, 'Huishoudelijk': 6, 'Bouwplaatsinrichting': 0, 'Horeca-apparatuur': 0, 'Partijen': 0, 'Persoonlijke verzorging': 1, 'Sanitair': 0}","{'Accessoires': 11, 'Speelgoed binnen': 0, 'Speciaal gereedschap': 0, 'Olie en vetten': 0, 'Onderdelen en toebehoren': 0, 'Schuurmachines': 0, 'Toebehoren': 1, 'Radiatoren en convectoren': 0, 'Schoonmaak- en reinigingsmiddelen': 0, 'Aggregaten': 0, 'Koffie- en espresso-apparaten': 0, 'Televisie en audio': 0, 'Haar': 0, 'Spiegels': 0}"
720.0,44839.0,0.0,"{'Fitness': 0, 'Auto-onderdelen en accessoires': 0, 'Garage-equipement': 0, 'Pneumatisch gereedschap': 0, 'Sanitair': 0, 'Wellness': 0, 'Woninginrichting': 0, 'Huishoudelijk': 0, 'Groenvoorziening': 0, 'Handgereedschap': 0, 'IJzerwaren': 0, 'Vrachtwagens': 0, 'Accu-/ elektrisch gereedschap': 0, 'Professioneel ICT': 0, 'Warmtetechniek': 0, 'Bouwplaatsinrichting': 0, 'Horeca-apparatuur': 0, 'Reclame': 0, 'Partijen': 0, 'Keukeninrichting': 0, 'Seizoensartikelen': 0, 'Houtindustrie': 0, 'Grondverzet en infrastructuur': 0, 'Metaalindustrie': 0, 'Magazijn en werkplaats': 0, 'Speelgoed': 0, 'Computers en Software': 0, 'Woningdecoratie': 0, 'Horeca-inventaris': 0, 'Keukenapparatuur': 0, 'Tuin en terras': 0, 'Persoonlijke verzorging': 0, 'Televisie en audio': 0, 'Kachels': 0, 'Kamperen': 0, 'Kantoorinrichting': 0, 'Werkkleding & Veiligheid': 0, 'Installatiemateriaal': 0, 'Verlichting': 0, 'Winkelinrichting': 0, 'Car tuning en autostyling': 0, 'Welzijn': 0, 'Klimmaterialen': 0, 'Attracties': 0, ""Auto's (bedrijf)"": 0}","{'Loopband': 0, 'Trilplaat': 0, 'Hometrainer': 0, 'Onderdelen': 0, 'Accessoires': 0, 'Car Hifi': 0, 'Massage': 0, 'Gordijnen en jaloezieen': 0, 'Kasten': 0, 'Stoelen': 0, 'Opbergen': 0, 'Stoom- en ruitenreinigers': 0, 'Schoonmaak- en reinigingsmiddelen': 0, 'Batterijen en laders': 0, 'Stofzuigers': 0, 'Snoeigereedschap': 0, 'Motoren en onderdelen': 0, 'Sleutels- en doppendozen': 0, 'Hulpgereedschap': 0, 'Boren': 0, 'Schroevendraaiers': 0, 'Reinigen': 0, 'Buiggereedschap': 0, 'Kabelgereedschap': 0, 'Bankschroeven': 0, 'Boutenscharen': 0, 'Bevestigingsmateriaal': 0, 'Deurbeslag': 0, 'Speciaal gereedschap': 0, 'Olie en vetten': 0, 'Poelie- en binnentrekkers': 0, 'Diagnose apparatuur': 0, 'Onderdelen en toebehoren': 0, 'Airconditioning': 0, 'Pompen': 0, 'Krik- en assteunen': 0, 'Schoonmaak- en reiniging': 0, 'Banden demontage apparaten': 0, 'Opleggers en trailers': 0, 'Slijpmachines': 0, 'Tackers': 0, 'Schroef-/boormachines': 0, 'Luchtcompressoren': 0, 'Boor-hak-breekhamers': 0, 'Baden toebehoren': 0, 'Douchebakken': 0, 'Kranen': 0, 'Douchesets': 0, 'Wastafelkranen': 0, 'Douche toebehoren': 0, 'Douchecabines': 0, 'Schuurmachines': 0, 'Tegelsnijapparaat': 0, 'Zaagmachines, geleiders en toebehoren': 0, 'Overige machines': 0, 'Slagmoergereedschap': 0, 'Toebehoren': 0, 'Meetinstrumenten': 0, 'Thermostaat': 0, 'Radiatoren en convectoren': 0, 'Bouwdroger en heaters': 0, 'Aggregaten': 0, 'Frituren': 0, 'Ophangen en bevestigen': 0, 'Reclameborden': 0, 'Gereedschap bestrating': 0, 'Consumentengoederen': 0, 'Televisie en audio': 0, 'Speelgoed': 0, 'Verlichting': 0, 'Auto onderdelen en toebehoren': 0, 'Handgereedschap': 0, 'Verpakkingsindustrie': 0, 'Hygiene': 0, 'Keukenapparatuur': 0, 'Kantoorinrichting': 0, 'Installatie': 0, 'Baby en kind': 0, 'Servies': 0, 'Glaswerk': 0, 'Frezen': 0, 'Graafmachines': 0, 'Boren en tappen': 0, 'Lastoebehoren': 0, 'Hijsen en heffen': 0, 'Speelgoed binnen': 0, 'Spellen en puzzels': 0, 'Speakers': 0, 'Monitoren': 0, 'Sfeerverlichting': 0, 'Reiniging & Hygiene': 0, 'Servies & Glaswerk': 0, 'Keukenapparaten': 0, 'Koelkasten': 0, 'Barbecues en barbecuebenodigdheden': 0, 'Hogedruk reinigers': 0, 'Lichaam': 0, 'Haar': 0, 'Baby': 0, ""Radio's"": 0, 'Elektrisch': 0, 'Accessoires en toebehoren': 0, 'Kantoorartikelen': 0, 'Kantine': 0, 'Gehoorbescherming': 0, 'Handschoenen': 0, 'Beademing': 0, 'Overalls': 0, 'Installatiemateriaal gevarieerd': 0, 'Plafondlampen': 0, 'Stellingen': 0, 'Elektronica': 0, 'Mobiliteit': 0, 'Ladders en trappen': 0, 'Diversen': 0, 'Renault': 0}"
721.0,44839.0,0.0,{},{}
722.0,44839.0,0.0,{},{}
723.0,44839.0,0.0,{},{}
724.0,44839.0,0.0,{},{}
725.0,44839.0,0.0,{},{}
726.0,44839.0,0.0,{},{}
727.0,44839.0,0.0,{},{}
728.0,44839.0,0.0,{},{}
729.0,44839.0,0.0,{},{}
730.0,44839.0,0.0,{},{}
731.0,44839.0,43.0,{},{}
732.0,44839.0,43.0,{},{}
733.0,44839.0,41.0,{},{}
734.0,44839.0,48.0,{},{}
735.0,44839.0,36.0,{},{}
736.0,44839.0,386.0,{},{}
737.0,44839.0,340.0,{},{}
738.0,44839.0,874.0,{},{}
739.0,44839.0,1205.0,{},{}
740.0,44839.0,526.0,{},{}
741.0,44839.0,272.0,{},{}
742.0,44839.0,176.0,{},{}
743.0,44839.0,106.0,{},{}
727.0,44841.0,0.0,{},{}
728.0,44841.0,0.0,{},{}
729.0,44841.0,0.0,{},{}
730.0,44841.0,0.0,{},{}
731.0,44841.0,43.0,{},{}
732.0,44841.0,43.0,{},{}
733.0,44841.0,41.0,{},{}
734.0,44841.0,48.0,{},{}
735.0,44841.0,36.0,{},{}
736.0,44841.0,386.0,{},{}
737.0,44841.0,340.0,{},{}
738.0,44841.0,874.0,{},{}
739.0,44841.0,1105.0,"{'Horeca-inventaris': 2, 'Horeca-apparatuur': 1}","{'Verlichting': 14, 'Decoratie': 1, 'Koffie- en espresso-apparaten': 1, 'Koel- en vries': 0, 'Snijmachines': 0, 'Oven en Magnetron': 0, 'Servies & Glaswerk': 1, 'RVS meubilair': 1, 'Benodigdheden': 0, 'Verkoopautomaten': 0, 'Eten en drinken': 0, 'Meubilair en inrichting': 0, 'Terrasmeubilair': 0}"
740.0,44841.0,526.0,{},{}
741.0,44841.0,272.0,{},{}
742.0,44841.0,176.0,{},{}
743.0,44841.0,106.0,{},{}
583.0,44843.0,0.0,{},{}
583.0,44843.0,0.0,{},{}
584.0,44843.0,0.0,{},{}
585.0,44843.0,0.0,{},{}
586.0,44843.0,0.0,{},{}
587.0,44843.0,41.0,{},{}
588.0,44843.0,104.0,{},{}
589.0,44843.0,166.0,{},{}
590.0,44843.0,82.0,{},{}
591.0,44843.0,50.0,{},{}
592.0,44843.0,342.0,{},{}
593.0,44843.0,42.0,{},{}
594.0,44843.0,238.0,"{'Kantoorinrichting': 43, 'Woninginrichting': 0}","{'Tafels': 2, 'Stoelen': 3, 'Salon- en bijzettafels': 0}"
595.0,44843.0,1216.0,{},{}
596.0,44843.0,904.0,{},{}
597.0,44843.0,294.0,{},{}
598.0,44843.0,243.0,{},{}
599.0,44843.0,101.0,{},{}
1543.0,44868.0,0.0,{},{}
1544.0,44868.0,0.0,{},{}
1545.0,44868.0,0.0,{},{}
1546.0,44868.0,0.0,{},{}
1547.0,44868.0,59.0,{},{}
1548.0,44868.0,49.0,{},{}
1549.0,44868.0,154.0,{},{}
1550.0,44868.0,59.0,{},{}
1551.0,44868.0,49.0,{},{}
1552.0,44868.0,439.0,{},{}
1553.0,44868.0,80.0,{},{}
1554.0,44868.0,54.0,{},{}
1555.0,44868.0,448.0,"{'Bakkerij': 0, 'Slagerij': 0, 'Horeca-inventaris': 0, 'Horeca-apparatuur': 0, 'Magazijn en werkplaats': 0, 'Accu-/ elektrisch gereedschap': 3, 'Wellness': 0, 'Wijn': 0, 'Kantoorinrichting': 10, 'Auto-onderdelen en accessoires': 0, 'Computers en Software': 0, 'Televisie en audio': 9}","{'Meng - en kneedmachines': 0, 'Kookketels': 0, 'Inventaris': 0, 'Bar en tapinstallatie': 0, 'Bakken & grillen': 0, 'Meubilair en inrichting': 0, 'Benodigdheden': 0, 'Buffet & Catering': 0, 'RVS meubilair': 0, 'Verlichting': 1, 'Decoratie': 0, 'Verpakken & conserveren': 0, 'Reiniging & Hygiene': 0, 'Terrasmeubilair': 0, 'Servies & Glaswerk': 0, 'Audio en video': 0, 'Koffie- en espresso-apparaten': 0, 'Combisteamer': 0, 'Oven en Magnetron': 0, 'Afzuiging': 0, 'Koel- en vries': 0, 'Vaatwassers': 0, 'Kookapparatuur': 0, 'Snijmachines': 0, 'Intern transport': 0, 'Stellingen': 0, 'Tegelsnijapparaat': 0, 'Zonnebank': 0, 'Rose': 0, 'Kasten': 0, 'LM velgen': 0, 'Car Hifi': 0, 'Desktop': 0, 'Televisies': 0}"
1556.0,44868.0,263.0,{'Horeca-inventaris': 0},{'Servies & Glaswerk': 0}
1557.0,44868.0,262.0,{},{}
1558.0,44868.0,324.0,{},{}
1559.0,44868.0,83.0,{},{}
562.0,44871.0,0.0,{},{}
563.0,44871.0,0.0,{},{}
564.0,44871.0,0.0,{},{}
565.0,44871.0,0.0,{},{}
566.0,44871.0,0.0,{},{}
567.0,44871.0,0.0,{},{}
568.0,44871.0,0.0,{},{}
569.0,44871.0,0.0,{},{}
570.0,44871.0,0.0,{},{}
571.0,44871.0,0.0,{},{}
572.0,44871.0,0.0,{},{}
573.0,44871.0,0.0,{},{}
574.0,44871.0,0.0,{},{}
575.0,44871.0,0.0,{},{}
576.0,44871.0,0.0,{},{}
585.0,44872.0,0.0,{},{}
586.0,44872.0,0.0,{},{}
587.0,44872.0,41.0,{},{}
588.0,44872.0,104.0,{},{}
589.0,44872.0,166.0,{},{}
590.0,44872.0,82.0,{},{}
591.0,44872.0,50.0,{},{}
592.0,44872.0,342.0,{},{}
593.0,44872.0,42.0,{},{}
594.0,44872.0,257.0,{},{}
595.0,44872.0,1216.0,{},{}
596.0,44872.0,904.0,{},{}
597.0,44872.0,146.0,"{'Televisie en audio': 5, 'Sport en vrije tijd': 2, 'Woninginrichting': 46, 'Tuin en terras': 1, 'Bouwplaatsinrichting': 0, 'Auto-onderdelen en accessoires': 1, 'Unisex': 0, 'Accu-/ elektrisch gereedschap': 0, 'Communicatie en telefonie': 0, 'Sanitair': 48, 'Huishoudelijk': 1, 'Partijen': 12, 'Computers en Software': 1, 'Slapen': 6, 'Keukeninrichting': 1, 'Persoonlijke verzorging': 1, 'Handgereedschap': 0, 'Haarden': 0, 'Foto en video': 0, 'Woningdecoratie': 0, 'Horloges': 0, 'Dameskleding en -schoenen': 0, 'Herenkleding en -schoenen': 0, 'Kantoorinrichting': 0, 'Kamperen': 0, 'Winkelinrichting': 0, 'Groenvoorziening': 0, 'Wellness': 0, 'IJzerwaren': 0, 'Metaalindustrie': 0, 'Beveiliging': 0, 'Speelgoed': 0, 'Klimmaterialen': 0, 'Sieraden': 0, 'Fitness': 0, 'Bouwmaterialen': 0, 'Attracties': 0, 'Kachels': 0, 'Eten en drinken': 0, 'Dierbenodigdheden': 0, 'Grondverzet en infrastructuur': 0}","{'Koptelefoons & oordopjes': 2, 'Ophangen en bevestigen': 0, 'Reizen': 0, 'Stoelen': 12, 'Verlichting': 0, 'Gordijnen en jaloezieen': 0, 'Wandbekleding': 0, 'Tapijten': 0, 'Accessoires': 7, 'Douche toebehoren': 1, 'Douchesets': 0, 'Ventilatie': 0, 'Schoonmaak- en reinigingsmiddelen': 0, 'Wasmachines': 0, 'Persoonlijke verzorging': 0, 'Toetsenborden en muizen': 1, 'Software': 0, 'Headsets': 0, 'Kussens en dekbedden': 2, 'Bedtextiel': 0, 'Elektrische dekens': 0, 'Accessoires slapen': 0, 'Keukengerei': 0, 'Ondermode': 0, 'Regenkleding': 0, 'Accuschroef-/boormachines': 0, ""Laders & Accu's"": 0, 'Meetinstrumenten': 0, 'Toebehoren': 0, 'Cirkelzagen': 0, 'Tuinaanleg': 0, 'Kunstgras': 0, 'Tuinbanken': 0, 'Gezicht': 0, 'Lichaam': 1, 'Boren': 0, 'Schroevendraaiers': 0, 'Sleutels- en doppendozen': 0, 'Haardonderdelen': 0, 'Geheugen en opslag': 0, 'Drones': 0, ""Accu's en batterijen"": 0, 'Verrekijkers en telescopen': 0, 'Action cams': 0, 'Wanddecoratie': 0, 'Sfeerverlichting': 0, 'Horloge Heren': 0, 'Activity trackers': 0, 'Accessoires dames': 0, 'T-shirts': 0, 'Accessoires heren': 0, 'Jassen': 0, 'Bureaustoelen': 0, 'Kluizen en datasafes': 0, 'Accessoires en toebehoren': 0, 'Etalagepoppen': 0, 'Tuingereedschap overig': 0, 'Zaaggereedschap': 0, 'Massage': 0, 'Deurbeslag': 0, 'Sloten': 0, 'Lasapparatuur': 0, 'Woning': 0, 'Gaming': 0, 'Steigers en toebehoren': 0, 'Armband': 0, 'Dumbbell': 0, 'Hometrainer': 0, 'Lijmen & kitten': 0, 'Kids': 0, 'Gas': 0, 'Snoepgoed': 0, 'Kat': 0, 'Bewegwijzering en verkeerssignalering': 0}"
