auction_id,project_auction_start,project_auction_end,project_auction_online,project_accountmanager,project_businessline,project_businessunit,main_category,is_homedelivery,is_public,is_automatic_credit
44596,2019-12-12T16:00:00,2020-01-06T19:30:00,2019-12-05T00:00:00,110,006.Automotive,Automotive,Auto's,0,1,0
44687,2020-01-02T16:00:00,2020-01-08T18:30:00,2019-12-27T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
44768,2019-12-29T11:00:00,2020-01-05T18:02:00,2019-12-27T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
44778,2020-01-20T16:00:00,2020-02-03T17:01:00,2020-01-17T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
44785,2020-01-08T16:00:00,2020-01-13T19:30:00,2020-01-08T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
44786,2020-01-15T16:00:00,2020-01-20T19:30:00,2020-01-15T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
44824,2020-01-17T16:00:00,2020-02-04T17:01:00,2020-01-13T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,Consumentengoederen,0,0,0
44834,2019-12-13T16:00:00,2020-01-09T17:01:00,2019-12-11T00:00:00,105,001. Seller location,Consumer & Small Business,Kantoor,0,1,0
43239,2020-01-11T16:00:00,2020-01-19T15:01:00,2020-01-09T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
43854,2020-01-15T16:00:00,2020-01-22T18:00:00,2019-11-22T00:00:00,104,001. Schipveilingen,Consumer & Small Business,NULL,0,1,0
44033,2020-01-01T16:00:00,2020-01-08T15:01:00,2019-12-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44190,2019-12-31T16:00:00,2020-01-07T15:01:00,2019-12-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44314,2019-12-28T16:00:00,2020-01-02T19:01:00,2019-12-27T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
44406,2020-01-02T23:00:00,2020-01-14T22:59:00,2020-01-03T00:00:00,110,006.Automotive,Automotive,Auto's,0,1,0
44417,2020-01-16T16:00:00,2020-01-23T19:01:00,2020-01-15T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Woninginrichting,1,0,0
44536,2019-12-22T23:00:00,2020-01-07T22:59:00,2019-12-19T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
44586,2019-12-10T23:00:00,2020-01-06T22:59:00,2019-12-11T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
44642,2020-01-11T16:01:00,2020-01-19T17:01:00,2020-01-10T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44651,2019-12-18T16:00:00,2020-01-06T17:01:00,2019-12-16T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
44655,2020-02-06T16:00:00,2020-02-13T18:00:00,2019-12-13T00:00:00,104,001. Schipveilingen,Consumer & Small Business,NULL,0,1,0
44684,2019-12-13T16:00:00,2020-01-13T18:00:00,2019-12-13T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
44700,2019-12-18T16:00:00,2020-01-06T17:01:00,2019-12-16T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
44737,2020-02-23T16:00:00,2020-02-29T18:02:00,2020-02-21T00:00:00,103,001. Solo - Delivery,Consumer & Small Business,Gereedschap,1,0,0
44753,2019-12-20T16:00:00,2020-01-07T17:00:00,2019-12-18T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
44769,2019-12-30T11:00:00,2020-01-06T18:01:00,2019-12-30T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
44772,2020-01-02T11:00:00,2020-01-09T19:02:00,2019-12-31T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
44773,2020-01-03T11:00:00,2020-01-10T10:02:00,2019-12-31T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
44774,2020-01-04T11:00:00,2020-01-11T19:02:00,2020-01-03T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
44784,2019-12-31T16:00:00,2020-01-06T19:30:00,2019-12-31T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
44795,2020-01-19T16:00:00,2020-01-25T18:02:00,2020-01-17T00:00:00,103,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45226,2020-01-10T10:00:00,2020-01-13T17:01:00,2020-01-09T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45231,2020-01-29T16:00:00,2020-02-13T22:59:00,2020-01-27T00:00:00,103,001. Seller location,Consumer & Small Business,Horeca,0,0,0
44892,2019-12-25T16:00:00,2020-01-02T17:32:00,2019-12-20T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44893,2019-12-25T16:00:00,2020-01-02T17:32:00,2019-12-20T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44797,2020-02-09T08:00:00,2020-02-15T18:02:00,2020-02-07T00:00:00,103,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
44917,2020-02-07T08:00:00,2020-02-15T18:01:00,2020-01-31T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
44918,2020-02-07T08:00:00,2020-02-16T18:01:00,2020-01-31T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
44925,2020-01-16T16:00:00,2020-01-30T22:59:00,2020-01-14T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
44975,2020-01-05T22:00:00,2020-01-06T20:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44977,2020-01-07T22:00:00,2020-01-08T20:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44981,2020-01-06T13:00:00,2020-01-07T10:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44983,2020-01-08T13:00:00,2020-01-09T10:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44985,2020-01-10T17:00:00,2020-01-11T09:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44994,2020-01-30T16:00:00,2020-02-05T18:30:00,2020-01-24T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
45001,2020-02-06T16:00:00,2020-02-12T18:30:00,2020-01-31T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
45002,2020-02-20T16:00:00,2020-02-26T18:30:00,2020-02-14T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
45014,2020-01-14T16:00:00,2020-01-21T18:01:00,2020-01-09T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45017,2019-12-30T16:00:00,2020-01-11T18:02:00,2019-12-27T00:00:00,112,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45057,2020-01-25T08:00:00,2020-01-31T18:30:00,2020-01-24T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45116,2020-01-10T16:00:00,2020-01-15T19:01:00,2020-01-09T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45124,2020-01-18T16:00:00,2020-01-23T19:01:00,2020-01-17T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45129,2020-01-24T16:00:00,2020-01-29T19:01:00,2020-01-23T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45134,2020-01-24T11:00:00,2020-01-31T12:01:00,2020-01-23T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45141,2020-01-24T16:00:00,2020-02-03T18:01:00,2020-01-23T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45143,2019-12-24T11:00:00,2020-01-06T15:00:00,2019-12-23T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45145,2020-01-06T11:00:00,2020-01-12T18:02:00,2020-01-03T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45146,2020-01-13T11:00:00,2020-01-19T18:02:00,2020-01-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45153,2020-02-01T11:00:00,2020-02-11T18:01:00,2020-01-31T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,1,1,0
45160,2020-01-08T11:00:00,2020-01-15T18:32:00,2020-01-08T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45166,2020-01-14T11:00:00,2020-01-21T18:02:00,2020-01-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45170,2020-01-18T11:00:00,2020-01-25T17:32:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45005,2019-12-23T16:00:00,2020-01-03T15:01:00,2019-12-20T00:00:00,113,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45009,2020-01-22T16:00:00,2020-01-26T15:03:00,2020-01-21T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45033,2019-12-27T16:00:00,2020-01-06T15:00:00,2019-12-27T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45061,2019-12-23T16:00:00,2020-01-06T12:00:00,2019-12-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,1,0,0
45065,2020-01-16T16:00:00,2020-01-22T18:00:00,2020-01-10T00:00:00,104,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45075,2019-12-30T16:00:00,2020-01-09T19:01:00,2019-12-27T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45095,2020-01-07T11:00:00,2020-01-13T12:01:00,2019-12-20T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45105,2020-01-24T23:00:00,2020-02-03T22:59:00,2020-01-20T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45106,2020-01-24T11:00:00,2020-02-03T18:03:00,2020-01-24T00:00:00,114,017. NHA,Art & Antiques,Kunst,0,1,0
45118,2020-01-15T16:00:00,2020-01-19T19:01:00,2020-01-14T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45135,2020-02-01T11:00:00,2020-02-08T18:32:00,2020-01-31T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45152,2020-01-04T11:00:00,2020-01-14T18:01:00,2020-01-03T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,1,1,0
45154,2020-01-06T11:00:00,2020-01-16T18:02:00,2020-01-05T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45156,2020-01-05T11:00:00,2020-01-12T16:32:00,2020-01-03T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45157,2020-01-06T11:00:00,2020-01-13T10:02:00,2020-01-06T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45165,2020-01-13T11:00:00,2020-01-20T19:01:00,2020-01-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45168,2020-01-16T11:00:00,2020-01-23T13:02:00,2020-01-16T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45176,2020-01-24T11:00:00,2020-01-31T13:02:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45189,2020-01-17T22:00:00,2020-01-18T17:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45190,2020-01-18T17:00:00,2020-01-19T09:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45196,2020-01-28T16:00:00,2020-02-04T15:01:00,2020-01-24T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45187,2020-01-16T13:00:00,2020-01-17T10:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45193,2020-02-03T16:00:00,2020-02-10T17:01:00,2020-01-31T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45195,2020-01-21T16:00:00,2020-01-28T15:01:00,2020-01-17T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45247,2020-01-29T16:00:00,2020-02-13T17:01:00,2020-01-27T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45268,2020-01-25T16:00:00,2020-02-02T18:30:00,2020-01-23T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45275,2020-01-08T11:00:00,2020-01-16T18:31:00,2020-01-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45294,2020-01-08T16:00:00,2020-01-15T17:30:00,2020-01-06T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,0,0
45295,2020-01-10T16:00:00,2020-01-21T18:01:00,2020-01-08T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
45298,2020-01-10T16:00:00,2020-01-22T18:01:00,2020-01-06T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
45300,2020-01-07T16:00:00,2020-01-15T17:01:00,2020-01-06T00:00:00,105,001. Seller location,Consumer & Small Business,Kleding en schoenen,0,1,0
45302,2020-01-08T16:00:00,2020-01-16T17:01:00,2020-01-06T00:00:00,105,001. Seller location,Consumer & Small Business,Kleding en schoenen,0,1,0
45309,2020-01-27T13:00:00,2020-01-28T10:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45330,2020-01-14T16:00:00,2020-01-18T15:01:00,2020-01-13T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45332,2020-01-28T16:00:00,2020-02-01T15:01:00,2020-01-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45336,2020-01-14T16:00:00,2020-01-18T15:01:00,2020-01-13T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45343,2020-01-21T16:00:00,2020-01-25T16:00:00,2020-01-20T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45345,2020-02-04T16:00:00,2020-02-08T16:00:00,2020-02-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45390,2020-01-14T16:01:00,2020-01-25T16:01:00,2020-01-10T00:00:00,115,001. Auction Centre - Delivery,Consumer & Small Business,Consumentengoederen,0,0,0
45399,2020-01-20T16:00:00,2020-01-28T18:01:00,2020-01-17T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45433,2020-01-16T11:00:00,2020-01-21T15:00:00,2020-01-15T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45444,2020-01-20T16:00:00,2020-02-03T15:00:00,2020-01-17T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45455,2020-01-27T16:00:00,2020-02-10T15:00:00,2020-01-24T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45457,2020-01-13T16:00:00,2020-01-26T16:00:00,2020-01-10T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45460,2020-02-13T23:00:00,2020-02-26T22:59:00,2020-02-13T00:00:00,106,001. Seller location,Consumer & Small Business,Woninginrichting,0,0,0
45466,2020-02-06T22:00:00,2020-02-07T20:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45473,2020-02-07T22:00:00,2020-02-08T17:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45474,2020-02-08T17:00:00,2020-02-09T09:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45245,2020-01-13T23:00:00,2020-01-22T22:59:00,2020-01-10T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45249,2020-01-15T23:00:00,2020-01-27T22:59:00,2020-01-13T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45252,2020-01-21T16:00:00,2020-01-29T18:01:00,2020-01-20T00:00:00,102,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45256,2020-01-22T22:00:00,2020-01-23T20:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45290,2020-01-03T11:00:00,2020-01-09T16:00:00,2020-01-02T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45299,2020-01-08T16:00:00,2020-01-22T17:01:00,2020-01-06T00:00:00,105,001. Seller location,Consumer & Small Business,Kleding en schoenen,0,1,0
45325,2020-02-12T16:00:00,2020-02-19T15:01:00,2020-02-04T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45334,2020-02-11T16:00:00,2020-02-15T15:01:00,2020-02-10T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45335,2020-02-18T16:00:00,2020-02-22T15:01:00,2020-02-17T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45339,2020-02-04T16:00:00,2020-02-08T15:01:00,2020-02-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45346,2020-01-14T16:00:00,2020-01-18T16:00:00,2020-01-13T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45347,2020-01-21T16:00:00,2020-01-25T16:00:00,2020-01-20T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45352,2020-02-15T16:00:00,2020-02-23T17:01:00,2020-02-13T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45353,2020-01-13T16:00:00,2020-01-29T17:01:00,2020-01-10T00:00:00,111,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45354,2020-01-13T16:00:00,2020-01-20T15:00:00,2020-01-10T00:00:00,111,001.Insolvency - Pick-up,Consumer & Small Business,Auto's,0,0,0
45378,2020-01-11T11:00:00,2020-01-17T18:02:00,2020-01-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,0,1,0
45379,2020-01-16T11:00:00,2020-01-24T11:02:00,2020-01-15T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,0,1,0
45387,2020-01-11T11:00:00,2020-01-19T16:32:00,2020-01-10T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,0,1,0
45389,2020-01-17T11:00:00,2020-01-26T18:31:00,2020-01-15T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45392,2020-01-28T11:00:00,2020-02-04T18:32:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45396,2020-01-22T11:00:00,2020-01-29T19:01:00,2020-01-21T00:00:00,100,001. Art Recurrent,Art & Antiques,Wijn,0,1,0
45408,2020-01-15T16:00:00,2020-01-29T18:01:00,2020-01-14T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45414,2020-01-13T16:00:00,2020-01-23T17:01:00,2020-01-10T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
45416,2020-01-18T16:00:00,2020-01-23T18:01:00,2020-01-17T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45418,2020-02-05T16:00:00,2020-02-10T18:01:00,2020-02-04T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45429,2020-01-13T16:00:00,2020-01-22T19:00:00,2020-01-10T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45439,2020-01-31T16:00:00,2020-02-17T17:01:00,2020-01-29T00:00:00,105,001. Auction Centre - Pick up,Consumer & Small Business,Horeca,0,0,0
45446,2020-02-03T16:00:00,2020-02-18T17:01:00,2020-01-31T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45450,2020-02-15T16:00:00,2020-02-26T15:01:00,2020-02-14T00:00:00,102,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45452,2020-02-05T16:01:00,2020-02-18T18:01:00,2020-02-03T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
45458,2020-01-17T11:00:00,2020-01-26T09:02:00,2020-01-16T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45464,2020-02-04T22:00:00,2020-02-05T20:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45498,2020-01-24T16:00:00,2020-02-03T17:01:00,2020-01-23T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45501,2020-02-04T16:00:00,2020-02-10T18:01:00,2020-01-31T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45518,2020-01-31T11:00:00,2020-02-06T18:01:00,2020-01-30T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45533,2020-02-14T23:00:00,2020-02-21T22:59:00,2020-02-14T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Fietsen,0,0,0
45538,2020-02-11T16:00:00,2020-02-16T19:01:00,2020-02-09T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45555,2020-01-23T11:00:00,2020-01-30T18:31:00,2020-01-22T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45557,2020-02-17T23:00:00,2020-02-26T22:59:00,2020-02-17T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
45559,2020-02-01T11:00:00,2020-02-08T19:02:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,0,1,0
45494,2020-01-21T16:00:00,2020-01-28T17:01:00,2020-01-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45519,2020-02-07T11:00:00,2020-02-13T19:02:00,2020-02-06T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45521,2020-01-20T16:00:00,2020-01-30T17:01:00,2020-01-17T00:00:00,105,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,1,0
45527,2020-01-24T08:00:00,2020-02-03T19:01:00,2020-01-22T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45536,2020-01-28T16:00:00,2020-02-02T19:01:00,2020-01-26T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45537,2020-02-04T16:00:00,2020-02-09T19:01:00,2020-02-02T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45562,2020-02-11T11:00:00,2020-02-18T18:01:00,2020-02-11T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45572,2020-01-30T16:00:00,2020-02-13T15:00:00,2020-01-29T00:00:00,111,001.Insolvency - Pick-up,Consumer & Small Business,Auto's,0,0,0
38218,2020-01-02T11:00:00,2020-01-07T12:32:00,2020-01-02T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
45594,2020-02-11T23:00:00,2020-02-26T17:01:00,2020-02-11T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,0,0
45599,2020-02-07T06:00:00,2020-02-14T18:01:00,2020-02-06T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45607,2020-02-12T16:00:00,2020-02-16T19:01:00,2020-02-11T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
44823,2020-01-17T16:00:00,2020-02-03T17:01:00,2020-01-13T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,Consumentengoederen,0,0,0
45628,2020-01-24T16:00:00,2020-02-03T17:01:00,2020-01-23T00:00:00,105,001. Seller location,Consumer & Small Business,Kantoor,0,1,0
44833,2019-12-25T16:00:00,2020-01-08T17:01:00,2019-12-23T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
45629,2020-02-10T16:00:00,2020-02-19T18:01:00,2020-02-07T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
44872,2020-01-01T22:00:00,2020-01-02T20:00:00,2019-12-27T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44873,2020-01-02T22:00:00,2020-01-03T20:00:00,2019-12-27T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44878,2020-01-02T13:00:00,2020-01-03T10:00:00,2019-12-27T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44883,2020-01-17T16:00:00,2020-01-29T18:01:00,2020-01-15T00:00:00,101,001. Seller location,Consumer & Small Business,NULL,0,0,0
44886,2020-01-18T08:00:00,2020-01-27T19:01:00,2020-01-17T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
44894,2020-01-09T16:00:00,2020-01-16T17:32:00,2020-01-03T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44898,2019-12-25T16:00:00,2020-01-08T18:01:00,2019-12-23T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
44904,2020-01-06T16:00:00,2020-01-13T15:02:00,2019-12-31T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,0,0,0
44929,2020-01-06T16:00:00,2020-01-14T17:32:00,2020-01-02T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44939,2019-12-23T16:00:00,2020-02-10T16:00:00,2019-12-20T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
44941,2020-01-03T16:00:00,2020-01-14T18:01:00,2020-01-02T00:00:00,103,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44951,2020-01-01T16:00:00,2020-01-09T17:01:00,2019-12-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45025,2020-01-20T11:00:00,2020-01-26T18:02:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45026,2020-01-24T11:00:00,2020-01-30T12:02:00,2020-01-23T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45027,2019-12-19T16:00:00,2020-01-07T18:00:00,2019-12-18T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45035,2020-01-28T16:00:00,2020-02-04T19:01:00,2020-01-24T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
45560,2020-02-03T11:00:00,2020-02-10T10:02:00,2020-01-31T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45574,2020-01-22T16:00:00,2020-01-30T18:01:00,2020-01-20T00:00:00,116,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45593,2020-01-27T16:00:00,2020-02-06T18:01:00,2020-01-24T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
